NU_ANO_CENSO;CO_ENTIDADE;NO_AREA_CURSO_PROFISSIONAL;ID_AREA_CURSO_PROFISSIONAL;NO_CURSO_EDUC_PROFISSIONAL;CO_CURSO_EDUC_PROFISSIONAL;QT_CURSO_TEC;QT_MAT_CURSO_TEC;QT_CURSO_TEC_IFTP;QT_MAT_CURSO_TEC_IFTP;QT_CURSO_TEC_NM;QT_MAT_CURSO_TEC_NM;QT_CURSO_TEC_CONC;QT_MAT_CURSO_TEC_CONC;QT_CURSO_TEC_SUBS;QT_MAT_CURSO_TEC_SUBS;QT_CURSO_TEC_IFTP_CT;QT_MAT_CURSO_TEC_IFTP_CT;QT_CURSO_TEC_EJA;QT_MAT_CURSO_TEC_EJA
2025;11000597;Informação e comunicação;6;Informática;6073;1;26;1;26;0;0;0;0;0;0;0;0;0;0
2025;11000880;Informação e comunicação;6;Informática;6073;1;41;1;41;0;0;0;0;0;0;0;0;0;0
2025;11000880;Informação e comunicação;6;Redes de Computadores;6077;1;69;1;69;0;0;0;0;0;0;0;0;0;0
2025;11001364;Informação e comunicação;6;Informática;6073;1;35;1;35;0;0;0;0;0;0;0;0;0;0
2025;11015896;Recursos naturais;12;Agropecuária;12174;1;211;1;211;0;0;0;0;0;0;0;0;0;0
2025;11025670;Informação e comunicação;6;Desenvolvimento de Sistemas;6082;1;68;1;68;0;0;0;0;0;0;0;0;0;0
2025;11027355;Recursos naturais;12;Agropecuária;12174;1;104;0;0;0;0;1;104;0;0;0;0;0;0
2025;11030216;Recursos naturais;12;Agropecuária;12174;1;197;1;197;0;0;0;0;0;0;0;0;0;0
2025;11033215;Informação e comunicação;6;Outros - Eixo Informação e Comunicação;6999;1;71;1;71;0;0;0;0;0;0;0;0;0;0
2025;11033428;Informação e comunicação;6;Informática;6073;1;41;1;41;0;0;0;0;0;0;0;0;0;0
2025;11037016;Recursos naturais;12;Agropecuária;12174;1;570;1;570;0;0;0;0;0;0;0;0;0;0
2025;11046422;Ambiente e saúde;1;Enfermagem;1006;1;24;0;0;0;0;0;0;1;24;0;0;0;0
2025;11046457;Ambiente e saúde;1;Enfermagem;1006;1;21;0;0;0;0;1;1;1;20;0;0;0;0
2025;11046899;Ambiente e saúde;1;Análises clínicas;1002;1;30;0;0;0;0;1;3;1;27;0;0;0;0
2025;11046899;Ambiente e saúde;1;Enfermagem;1006;1;35;0;0;0;0;1;3;1;32;0;0;0;0
2025;11046899;Ambiente e saúde;1;Prótese Dentária;1022;1;10;0;0;0;0;0;0;1;10;0;0;0;0
2025;11047941;Ambiente e saúde;1;Outros - Eixo Ambiente e Saúde;1999;1;95;0;0;0;0;1;2;1;93;0;0;0;0
2025;11047941;Gestão e negócios;4;Outros - Eixo Gestão e Negócios;4999;1;8;0;0;0;0;0;0;1;8;0;0;0;0
2025;11047941;Informação e comunicação;6;Outros - Eixo Informação e Comunicação;6999;1;21;0;0;0;0;1;5;1;16;0;0;0;0
2025;11047941;Segurança;13;Outros - Eixo Segurança;13999;1;32;0;0;0;0;0;0;1;32;0;0;0;0
2025;11048123;Recursos naturais;12;Agropecuária;12174;1;127;1;127;0;0;0;0;0;0;0;0;0;0
2025;11048794;Ambiente e saúde;1;Análises clínicas;1002;1;12;0;0;0;0;1;10;1;2;0;0;0;0
2025;11048794;Controle e processos industriais;3;Automação Industrial;3036;1;18;0;0;0;0;1;9;1;9;0;0;0;0
2025;11048794;Controle e processos industriais;3;Eletromecânica;3038;1;182;0;0;0;0;1;70;1;112;0;0;0;0
2025;11048794;Controle e processos industriais;3;Eletrotécnica;3040;1;332;0;0;0;0;1;94;1;238;0;0;0;0
2025;11048794;Informação e comunicação;6;Desenvolvimento de Sistemas;6082;1;8;0;0;0;0;1;4;1;4;0;0;0;0
2025;11048956;Informação e comunicação;6;Informática;6073;1;45;0;0;0;0;1;45;0;0;0;0;0;0
2025;11048956;Recursos naturais;12;Agroecologia;12172;1;26;1;26;0;0;0;0;0;0;0;0;0;0
2025;11048956;Recursos naturais;12;Agronegócio;12173;1;93;1;93;0;0;0;0;0;0;0;0;0;0
2025;11048956;Recursos naturais;12;Agropecuária;12174;1;181;1;101;0;0;1;29;0;0;1;51;0;0
2025;11048956;Recursos naturais;12;Zootecnia;12185;1;31;0;0;0;0;0;0;0;0;1;31;0;0
2025;11049014;Recursos naturais;12;Agroecologia;12172;1;113;1;113;0;0;0;0;0;0;0;0;0;0
2025;11049235;Gestão e negócios;4;Administração;4050;1;31;0;0;0;0;1;27;1;4;0;0;0;0
2025;11049367;Controle e processos industriais;3;Eletrotécnica;3040;1;51;0;0;0;0;1;11;1;40;0;0;0;0
2025;11049367;Informação e comunicação;6;Informática;6073;1;34;0;0;0;0;1;17;1;17;0;0;0;0
2025;11049367;Segurança;13;Segurança do Trabalho;13182;1;107;0;0;0;0;1;37;1;70;0;0;0;0
2025;11049375;Controle e processos industriais;3;Eletrotécnica;3040;1;53;0;0;0;0;1;4;1;49;0;0;0;0
2025;11049375;Gestão e negócios;4;Logística;4056;1;19;0;0;0;0;1;8;1;11;0;0;0;0
2025;11049375;Gestão e negócios;4;Outros - Eixo Gestão e Negócios;4999;1;60;0;0;0;0;1;39;1;21;0;0;0;0
2025;11049375;Informação e comunicação;6;Informática;6073;1;52;0;0;0;0;1;31;1;21;0;0;0;0
2025;11049375;Infraestrutura;7;Edificações;7085;1;16;0;0;0;0;1;5;1;11;0;0;0;0
2025;11049375;Segurança;13;Segurança do Trabalho;13182;1;19;0;0;0;0;1;8;1;11;0;0;0;0
2025;11049383;Informação e comunicação;6;Informática;6073;1;27;0;0;0;0;1;27;0;0;0;0;0;0
2025;11049383;Segurança;13;Segurança do Trabalho;13182;1;101;0;0;0;0;1;101;0;0;0;0;0;0
2025;11049669;Ambiente e saúde;1;Enfermagem;1006;1;203;0;0;0;0;1;33;1;170;0;0;0;0
2025;11049669;Ambiente e saúde;1;Estética;1008;1;14;0;0;0;0;1;2;1;12;0;0;0;0
2025;11049669;Ambiente e saúde;1;Outros - Eixo Ambiente e Saúde;1999;1;50;0;0;0;0;0;0;1;50;0;0;0;0
2025;11049731;Gestão e negócios;4;Outros - Eixo Gestão e Negócios;4999;1;10;0;0;0;0;1;1;1;9;0;0;0;0
2025;11049758;Ambiente e saúde;1;Outros - Eixo Ambiente e Saúde;1999;1;71;0;0;0;0;1;8;1;63;0;0;0;0
2025;11049944;Controle e processos industriais;3;Manutenção Automotiva;3041;1;21;0;0;0;0;1;2;1;19;0;0;0;0
2025;11049944;Controle e processos industriais;3;Refrigeração e Climatização;3048;1;20;0;0;0;0;0;0;1;20;0;0;0;0
2025;11049944;Turismo, hospitalidade e lazer;5;Outros - Eixo Turismo, hospitalidade e Lazer;5999;1;15;0;0;0;0;1;2;1;13;0;0;0;0
2025;11049944;Informação e comunicação;6;Informática para Internet;6074;1;99;0;0;0;0;1;52;1;47;0;0;0;0
2025;11049944;Segurança;13;Segurança do Trabalho;13182;1;142;0;0;0;0;1;34;1;108;0;0;0;0
2025;11049960;Ambiente e saúde;1;Análises clínicas;1002;1;25;0;0;0;0;0;0;1;25;0;0;0;0
2025;11049960;Ambiente e saúde;1;Enfermagem;1006;1;54;0;0;0;0;0;0;1;54;0;0;0;0
2025;11049960;Gestão e negócios;4;Administração;4050;1;87;0;0;0;0;0;0;0;0;0;0;1;87
2025;11049960;Informação e comunicação;6;Informática;6073;1;190;1;190;0;0;0;0;0;0;0;0;0;0
2025;11049960;Produção industrial;11;Biotecnologia;11173;1;178;1;178;0;0;0;0;0;0;0;0;0;0
2025;11050047;Ambiente e saúde;1;Outros - Eixo Ambiente e Saúde;1999;1;7;0;0;0;0;0;0;1;7;0;0;0;0
2025;11050047;Informação e comunicação;6;Outros - Eixo Informação e Comunicação;6999;1;4;0;0;0;0;1;1;1;3;0;0;0;0
2025;11050047;Segurança;13;Outros - Eixo Segurança;13999;1;35;0;0;0;0;1;2;1;33;0;0;0;0
2025;11050160;Desenvolvimento educacional e social;2;Secretaria Escolar;2034;1;124;0;0;0;0;1;9;1;115;0;0;0;0
2025;11050160;Gestão e negócios;4;Administração;4050;1;151;0;0;0;0;1;34;1;117;0;0;0;0
2025;11050160;Gestão e negócios;4;Logística;4056;1;53;0;0;0;0;1;11;1;42;0;0;0;0
2025;11050160;Gestão e negócios;4;Marketing;4057;1;51;0;0;0;0;1;9;1;42;0;0;0;0
2025;11050160;Gestão e negócios;4;Recursos Humanos;4059;1;137;0;0;0;0;1;31;1;106;0;0;0;0
2025;11050160;Turismo, hospitalidade e lazer;5;Eventos;5068;1;26;0;0;0;0;1;5;1;21;0;0;0;0
2025;11050160;Infraestrutura;7;Edificações;7085;1;84;0;0;0;0;1;14;1;70;0;0;0;0
2025;11050160;Segurança;13;Segurança do Trabalho;13182;1;80;0;0;0;0;1;6;1;74;0;0;0;0
2025;11050322;Gestão e negócios;4;Administração;4050;1;31;0;0;0;0;0;0;1;31;0;0;0;0
2025;11050322;Gestão e negócios;4;Comércio;4051;1;101;1;101;0;0;0;0;0;0;0;0;0;0
2025;11050322;Produção alimentícia;9;Alimentos;9120;1;100;1;100;0;0;0;0;0;0;0;0;0;0
2025;11050322;Recursos naturais;12;Zootecnia;12185;1;147;1;110;0;0;0;0;1;37;0;0;0;0
2025;11050438;Controle e processos industriais;3;Outros - Eixo Controle e Processos Industriais;3999;1;66;0;0;0;0;1;57;1;9;0;0;0;0
2025;11050446;Controle e processos industriais;3;Eletrotécnica;3040;1;43;0;0;0;0;1;43;0;0;0;0;0;0
2025;11050446;Gestão e negócios;4;Qualidade;4058;1;41;0;0;0;0;1;41;0;0;0;0;0;0
2025;11050446;Segurança;13;Segurança do Trabalho;13182;1;32;0;0;0;0;1;32;0;0;0;0;0;0
2025;11050519;Ambiente e saúde;1;Enfermagem;1006;1;27;0;0;0;0;1;27;0;0;0;0;0;0
2025;11050519;Ambiente e saúde;1;Radiologia;1023;1;16;0;0;0;0;0;0;1;16;0;0;0;0
2025;11050535;Ambiente e saúde;1;Enfermagem;1006;1;199;0;0;0;0;1;140;1;59;0;0;0;0
2025;11050632;Gestão e negócios;4;Transações Imobiliárias;4064;1;104;0;0;0;0;0;0;1;104;0;0;0;0
2025;11050756;Ambiente e saúde;1;Enfermagem;1006;1;346;0;0;0;0;1;107;1;239;0;0;0;0
2025;11050756;Ambiente e saúde;1;Radiologia;1023;1;58;0;0;0;0;0;0;1;58;0;0;0;0
2025;11050756;Ambiente e saúde;1;Veterinária;1033;1;12;0;0;0;0;1;5;1;7;0;0;0;0
2025;11050756;Controle e processos industriais;3;Eletrotécnica;3040;1;39;0;0;0;0;1;5;1;34;0;0;0;0
2025;11050756;Segurança;13;Segurança do Trabalho;13182;1;12;0;0;0;0;1;1;1;11;0;0;0;0
2025;11050853;Gestão e negócios;4;Administração;4050;1;33;0;0;0;0;1;18;1;15;0;0;0;0
2025;11050853;Recursos naturais;12;Agricultura;12171;1;124;1;124;0;0;0;0;0;0;0;0;0;0
2025;11050934;Recursos naturais;12;Agroecologia;12172;1;38;1;38;0;0;0;0;0;0;0;0;0;0
2025;11051060;Ambiente e saúde;1;Enfermagem;1006;1;70;0;0;0;0;1;5;1;65;0;0;0;0
2025;11051183;Ambiente e saúde;1;Análises clínicas;1002;1;29;0;0;0;0;1;5;1;24;0;0;0;0
2025;11051183;Ambiente e saúde;1;Enfermagem;1006;1;254;0;0;0;0;1;21;1;233;0;0;0;0
2025;11051183;Ambiente e saúde;1;Radiologia;1023;1;21;0;0;0;0;0;0;1;21;0;0;0;0
2025;11051183;Gestão e negócios;4;Transações Imobiliárias;4064;1;14;0;0;0;0;1;1;1;13;0;0;0;0
2025;11051213;Ambiente e saúde;1;Enfermagem;1006;1;62;0;0;0;0;1;8;1;54;0;0;0;0
2025;11051213;Segurança;13;Segurança do Trabalho;13182;1;17;0;0;0;0;0;0;1;17;0;0;0;0
2025;11051221;Ambiente e saúde;1;Enfermagem;1006;1;44;0;0;0;0;1;2;1;42;0;0;0;0
2025;11051450;Gestão e negócios;4;Logística;4056;1;20;0;0;0;0;0;0;1;20;0;0;0;0
2025;11106808;Controle e processos industriais;3;Outros - Eixo Controle e Processos Industriais;3999;1;204;1;204;0;0;0;0;0;0;0;0;0;0
2025;11106808;Gestão e negócios;4;Outros - Eixo Gestão e Negócios;4999;1;14;0;0;0;0;0;0;1;14;0;0;0;0
2025;11106808;Informação e comunicação;6;Outros - Eixo Informação e Comunicação;6999;1;227;1;227;0;0;0;0;0;0;0;0;0;0
2025;11106808;Recursos naturais;12;Outros - Eixo Recursos Naturais;12999;1;102;1;102;0;0;0;0;0;0;0;0;0;0
2025;11106832;Ambiente e saúde;1;Outros - Eixo Ambiente e Saúde;1999;1;43;0;0;0;0;1;1;1;42;0;0;0;0
2025;11107804;Controle e processos industriais;3;Eletromecânica;3038;1;239;1;208;0;0;0;0;1;31;0;0;0;0
2025;11107804;Informação e comunicação;6;Informática;6073;1;204;1;204;0;0;0;0;0;0;0;0;0;0
2025;11107804;Infraestrutura;7;Edificações;7085;1;225;1;225;0;0;0;0;0;0;0;0;0;0
2025;11107812;Gestão e negócios;4;Administração;4050;1;151;1;66;0;0;1;82;1;3;0;0;0;0
2025;11107812;Gestão e negócios;4;Finanças;4055;1;31;0;0;0;0;0;0;1;31;0;0;0;0
2025;11107812;Informação e comunicação;6;Informática;6073;1;97;1;73;0;0;1;24;0;0;0;0;0;0
2025;11108800;Informação e comunicação;6;Informática;6073;1;184;1;184;0;0;0;0;0;0;0;0;0;0
2025;11108800;Produção alimentícia;9;Alimentos;9120;1;101;1;101;0;0;0;0;0;0;0;0;0;0
2025;11108800;Recursos naturais;12;Agropecuária;12174;1;292;1;292;0;0;0;0;0;0;0;0;0;0
2025;11109807;Controle e processos industriais;3;Eletrotécnica;3040;1;269;1;206;0;0;0;0;1;63;0;0;0;0
2025;11109807;Informação e comunicação;6;Informática;6073;1;225;1;225;0;0;0;0;0;0;0;0;0;0
2025;11109807;Informação e comunicação;6;Manutenção e Suporte em Informática;6075;1;25;0;0;0;0;0;0;1;25;0;0;0;0
2025;11109807;Infraestrutura;7;Edificações;7085;1;246;1;214;0;0;0;0;1;32;0;0;0;0
2025;11109807;Produção industrial;11;Química;11175;1;218;1;218;0;0;0;0;0;0;0;0;0;0
2025;11109815;Informação e comunicação;6;Informática;6073;1;236;1;236;0;0;0;0;0;0;0;0;0;0
2025;11109815;Recursos naturais;12;Agroecologia;12172;1;109;1;109;0;0;0;0;0;0;0;0;0;0
2025;11109815;Recursos naturais;12;Agropecuária;12174;1;210;1;210;0;0;0;0;0;0;0;0;0;0
2025;11110805;Ambiente e saúde;1;Enfermagem;1006;1;35;0;0;0;0;0;0;1;35;0;0;0;0
2025;11110805;Ambiente e saúde;1;Outros - Eixo Ambiente e Saúde;1999;1;11;0;0;0;0;1;11;0;0;0;0;0;0
2025;11110805;Gestão e negócios;4;Administração;4050;1;43;0;0;0;0;1;23;1;20;0;0;0;0
2025;11110813;Informação e comunicação;6;Outros - Eixo Informação e Comunicação;6999;1;24;0;0;0;0;1;8;1;16;0;0;0;0
2025;11110821;Ambiente e saúde;1;Outros - Eixo Ambiente e Saúde;1999;1;42;0;0;0;0;1;5;1;37;0;0;0;0
2025;11110821;Segurança;13;Outros - Eixo Segurança;13999;1;35;0;0;0;0;0;0;1;35;0;0;0;0
2025;12000418;Ambiente e saúde;1;Análises clínicas;1002;1;28;1;28;0;0;0;0;0;0;0;0;0;0
2025;12000418;Gestão e negócios;4;Administração;4050;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12000418;Informação e comunicação;6;Redes de Computadores;6077;1;24;1;24;0;0;0;0;0;0;0;0;0;0
2025;12000442;Desenvolvimento educacional e social;2;Infraestrutura escolar;2031;1;81;1;81;0;0;0;0;0;0;0;0;0;0
2025;12000442;Gestão e negócios;4;Contabilidade;4053;1;34;1;34;0;0;0;0;0;0;0;0;0;0
2025;12000442;Gestão e negócios;4;Logística;4056;1;41;1;41;0;0;0;0;0;0;0;0;0;0
2025;12000442;Informação e comunicação;6;Informática;6073;1;35;1;35;0;0;0;0;0;0;0;0;0;0
2025;12000442;Informação e comunicação;6;Computação Gráfica;6081;1;39;1;39;0;0;0;0;0;0;0;0;0;0
2025;12000442;Produção alimentícia;9;Agroindústria;9121;1;40;1;40;0;0;0;0;0;0;0;0;0;0
2025;12000442;Produção alimentícia;9;Panificação;9125;1;40;1;40;0;0;0;0;0;0;0;0;0;0
2025;12000450;Ambiente e saúde;1;Enfermagem;1006;1;28;1;28;0;0;0;0;0;0;0;0;0;0
2025;12000450;Gestão e negócios;4;Administração;4050;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12000450;Gestão e negócios;4;Recursos Humanos;4059;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12000531;Ambiente e saúde;1;Outros - Eixo Ambiente e Saúde;1999;1;76;0;0;0;0;0;0;0;0;0;0;1;76
2025;12000531;Produção alimentícia;9;Confeitaria;9124;1;60;0;0;0;0;0;0;0;0;0;0;1;60
2025;12000736;Ambiente e saúde;1;Gerência de Saúde;1010;1;40;0;0;0;0;0;0;0;0;0;0;1;40
2025;12000736;Controle e processos industriais;3;Eletrotécnica;3040;1;28;1;28;0;0;0;0;0;0;0;0;0;0
2025;12000906;Gestão e negócios;4;Logística;4056;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12000914;Ambiente e saúde;1;Análises clínicas;1002;1;107;1;107;0;0;0;0;0;0;0;0;0;0
2025;12000914;Ambiente e saúde;1;Enfermagem;1006;1;46;1;46;0;0;0;0;0;0;0;0;0;0
2025;12000914;Ambiente e saúde;1;Farmácia;1009;1;79;1;79;0;0;0;0;0;0;0;0;0;0
2025;12000914;Ambiente e saúde;1;Gerência de Saúde;1010;1;73;1;73;0;0;0;0;0;0;0;0;0;0
2025;12000914;Gestão e negócios;4;Administração;4050;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12000914;Gestão e negócios;4;Comércio Exterior;4052;1;39;1;39;0;0;0;0;0;0;0;0;0;0
2025;12000914;Informação e comunicação;6;Redes de Computadores;6077;1;33;1;33;0;0;0;0;0;0;0;0;0;0
2025;12000914;Informação e comunicação;6;Computação Gráfica;6081;1;27;1;27;0;0;0;0;0;0;0;0;0;0
2025;12000914;Infraestrutura;7;Desenho de Construção Civil;7084;1;33;1;33;0;0;0;0;0;0;0;0;0;0
2025;12000914;Infraestrutura;7;Outros - Eixo Infra-Estrutura;7999;1;41;1;41;0;0;0;0;0;0;0;0;0;0
2025;12000930;Gestão e negócios;4;Administração;4050;1;25;1;25;0;0;0;0;0;0;0;0;0;0
2025;12000930;Gestão e negócios;4;Recursos Humanos;4059;1;36;1;36;0;0;0;0;0;0;0;0;0;0
2025;12000930;Informação e comunicação;6;Informática;6073;1;60;1;60;0;0;0;0;0;0;0;0;0;0
2025;12001015;Informação e comunicação;6;Redes de Computadores;6077;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12001554;Gestão e negócios;4;Administração;4050;1;37;1;37;0;0;0;0;0;0;0;0;0;0
2025;12001686;Informação e comunicação;6;Informática;6073;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12001945;Ambiente e saúde;1;Enfermagem;1006;1;31;1;31;0;0;0;0;0;0;0;0;0;0
2025;12001945;Informação e comunicação;6;Informática;6073;1;33;1;33;0;0;0;0;0;0;0;0;0;0
2025;12003050;Gestão e negócios;4;Administração;4050;1;35;1;35;0;0;0;0;0;0;0;0;0;0
2025;12003050;Gestão e negócios;4;Contabilidade;4053;1;36;1;36;0;0;0;0;0;0;0;0;0;0
2025;12003050;Gestão e negócios;4;Logística;4056;1;62;1;62;0;0;0;0;0;0;0;0;0;0
2025;12003050;Gestão e negócios;4;Recursos Humanos;4059;1;72;1;72;0;0;0;0;0;0;0;0;0;0
2025;12003050;Gestão e negócios;4;Serviços Públicos;4063;1;39;1;39;0;0;0;0;0;0;0;0;0;0
2025;12003590;Gestão e negócios;4;Outros - Eixo Gestão e Negócios;4999;1;29;0;0;0;0;0;0;0;0;0;0;1;29
2025;12003638;Gestão e negócios;4;Administração;4050;1;41;1;41;0;0;0;0;0;0;0;0;0;0
2025;12003760;Gestão e negócios;4;Administração;4050;1;38;1;38;0;0;0;0;0;0;0;0;0;0
2025;12004170;Gestão e negócios;4;Administração;4050;1;29;0;0;0;0;0;0;0;0;0;0;1;29
2025;12004197;Ambiente e saúde;1;Agente Comunitário de Saúde;1001;1;41;1;41;0;0;0;0;0;0;0;0;0;0
2025;12004197;Gestão e negócios;4;Administração;4050;1;349;1;349;0;0;0;0;0;0;0;0;0;0
2025;12004197;Gestão e negócios;4;Logística;4056;1;28;1;28;0;0;0;0;0;0;0;0;0;0
2025;12004197;Gestão e negócios;4;Recursos Humanos;4059;1;64;1;64;0;0;0;0;0;0;0;0;0;0
2025;12004197;Informação e comunicação;6;Redes de Computadores;6077;1;57;1;57;0;0;0;0;0;0;0;0;0;0
2025;12004413;Gestão e negócios;4;Recursos Humanos;4059;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12005037;Informação e comunicação;6;Informática;6073;1;11;0;0;0;0;0;0;0;0;0;0;1;11
2025;12005240;Gestão e negócios;4;Administração;4050;1;21;0;0;0;0;0;0;0;0;0;0;1;21
2025;12005711;Ambiente e saúde;1;Enfermagem;1006;1;66;1;66;0;0;0;0;0;0;0;0;0;0
2025;12005711;Ambiente e saúde;1;Estética;1008;1;27;1;27;0;0;0;0;0;0;0;0;0;0
2025;12005711;Ambiente e saúde;1;Nutrição e Dietética;1018;1;26;1;26;0;0;0;0;0;0;0;0;0;0
2025;12005711;Ambiente e saúde;1;Outros - Eixo Ambiente e Saúde;1999;1;34;1;34;0;0;0;0;0;0;0;0;0;0
2025;12005711;Gestão e negócios;4;Recursos Humanos;4059;1;31;1;31;0;0;0;0;0;0;0;0;0;0
2025;12005711;Informação e comunicação;6;Redes de Computadores;6077;1;28;1;28;0;0;0;0;0;0;0;0;0;0
2025;12005711;Recursos naturais;12;Agronegócio;12173;1;109;1;109;0;0;0;0;0;0;0;0;0;0
2025;12005711;Recursos naturais;12;Outros - Eixo Recursos Naturais;12999;1;94;1;94;0;0;0;0;0;0;0;0;0;0
2025;12005894;Gestão e negócios;4;Contabilidade;4053;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12005894;Informação e comunicação;6;Informática;6073;1;86;0;0;0;0;0;0;0;0;0;0;1;86
2025;12006920;Gestão e negócios;4;Administração;4050;1;33;0;0;0;0;0;0;0;0;0;0;1;33
2025;12006920;Gestão e negócios;4;Serviços Públicos;4063;1;55;1;55;0;0;0;0;0;0;0;0;0;0
2025;12007412;Informação e comunicação;6;Informática;6073;1;34;0;0;0;0;0;0;0;0;0;0;1;34
2025;12007617;Gestão e negócios;4;Serviços Públicos;4063;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12007617;Informação e comunicação;6;Informática;6073;1;54;0;0;0;0;0;0;0;0;0;0;1;54
2025;12007617;Informação e comunicação;6;Computação Gráfica;6081;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12008389;Produção alimentícia;9;Panificação;9125;1;13;0;0;0;0;0;0;0;0;0;0;1;13
2025;12009369;Gestão e negócios;4;Serviços Públicos;4063;1;61;1;61;0;0;0;0;0;0;0;0;0;0
2025;12009369;Recursos naturais;12;Outros - Eixo Recursos Naturais;12999;1;149;1;149;0;0;0;0;0;0;0;0;0;0
2025;12009555;Ambiente e saúde;1;Análises clínicas;1002;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12009725;Gestão e negócios;4;Comércio;4051;1;68;1;68;0;0;0;0;0;0;0;0;0;0
2025;12009725;Gestão e negócios;4;Recursos Humanos;4059;1;32;1;32;0;0;0;0;0;0;0;0;0;0
2025;12009725;Gestão e negócios;4;Serviços Públicos;4063;1;31;1;31;0;0;0;0;0;0;0;0;0;0
2025;12009725;Gestão e negócios;4;Outros - Eixo Gestão e Negócios;4999;1;26;1;26;0;0;0;0;0;0;0;0;0;0
2025;12009725;Informação e comunicação;6;Informática;6073;1;22;0;0;0;0;0;0;0;0;0;0;1;22
2025;12009725;Recursos naturais;12;Outros - Eixo Recursos Naturais;12999;1;96;1;96;0;0;0;0;0;0;0;0;0;0
2025;12010189;Gestão e negócios;4;Contabilidade;4053;1;35;0;0;0;0;0;0;0;0;0;0;1;35
2025;12010928;Informação e comunicação;6;Informática;6073;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12011142;Controle e processos industriais;3;Outros - Eixo Controle e Processos Industriais;3999;1;22;0;0;0;0;0;0;0;0;0;0;1;22
2025;12011142;Informação e comunicação;6;Informática;6073;1;82;0;0;0;0;0;0;0;0;0;0;1;82
2025;12011410;Informação e comunicação;6;Informática;6073;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12011428;Gestão e negócios;4;Contabilidade;4053;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12011444;Gestão e negócios;4;Recursos Humanos;4059;1;20;1;20;0;0;0;0;0;0;0;0;0;0
2025;12011444;Infraestrutura;7;Edificações;7085;1;44;1;44;0;0;0;0;0;0;0;0;0;0
2025;12011444;Recursos naturais;12;Agronegócio;12173;1;55;1;55;0;0;0;0;0;0;0;0;0;0
2025;12011517;Gestão e negócios;4;Outros - Eixo Gestão e Negócios;4999;1;34;0;0;0;0;0;0;0;0;0;0;1;34
2025;12011517;Informação e comunicação;6;Informática;6073;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12011584;Gestão e negócios;4;Logística;4056;1;111;1;111;0;0;0;0;0;0;0;0;0;0
2025;12012017;Ambiente e saúde;1;Análises clínicas;1002;1;37;1;37;0;0;0;0;0;0;0;0;0;0
2025;12012017;Ambiente e saúde;1;Estética;1008;1;34;1;34;0;0;0;0;0;0;0;0;0;0
2025;12012017;Ambiente e saúde;1;Nutrição e Dietética;1018;1;33;1;33;0;0;0;0;0;0;0;0;0;0
2025;12012017;Informação e comunicação;6;Informática;6073;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12012017;Informação e comunicação;6;Redes de Computadores;6077;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2025;12012106;Gestão e negócios;4;Logística;4056;1;135;1;135;0;0;0;0;0;0;0;0;0;0
2025;12012130;Informação e comunicação;6;Informática;6073;1;125;0;0;0;0;0;0;0;0;0;0;1;125
2025;12012181;Gestão e negócios;4;Administração;4050;1;222;1;222;0;0;0;0;0;0;0;0;0;0
2025;12012181;Gestão e negócios;4;Recursos Humanos;4059;1;384;1;384;0;0;0;0;0;0;0;0;0;0
2025;12012181;Informação e comunicação;6;Redes de Computadores;6077;1;76;1;76;0;0;0;0;0;0;0;0;0;0
2025;12012556;Ambiente e saúde;1;Enfermagem;1006;1;108;1;108;0;0;0;0;0;0;0;0;0;0
2025;12012556;Ambiente e saúde;1;Veterinária;1033;1;47;1;47;0;0;0;0;0;0;0;0;0;0
2025;12012556;Controle e processos industriais;3;Outros - Eixo Controle e Processos Industriais;3999;1;74;1;74;0;0;0;0;0;0;0;0;0;0
2025;12012556;Gestão e negócios;4;Serviços Públicos;4063;1;73;1;73;0;0;0;0;0;0;0;0;0;0
2025;12012556;Turismo, hospitalidade e lazer;5;Outros - Eixo Turismo, hospitalidade e Lazer;5999;1;134;1;134;0;0;0;0;0;0;0;0;0;0
2025;12012556;Informação e comunicação;6;Computação Gráfica;6081;1;45;1;45;0;0;0;0;0;0;0;0;0;0
2025;12012556;Produção cultural e design;10;Multimídia;10146;1;45;1;45;0;0;0;0;0;0;0;0;0;0
2025;12012556;Produção cultural e design;10;Processos Fotográficos;10148;1;36;1;36;0;0;0;0;0;0;0;0;0;0
